state,value
211,8.029487400562981
111,2.222757057947517
31,4.265279422471898
277,9.4131859998152
297,17.52750774599437
498,10.062510690931143
398,11.208259787623884
478,8.86252711434133
378,12.460719546448288
298,12.77814645571601
198,11.638307129016196
474,7.782623321843183
374,6.74687084133573
98,10.496514581159877
226,3.7734671765773276
232,-2.584732856645717
152,-3.06697411180047
52,-4.934353245784116
72,-10.83169122911669
192,-1.4371039510197174
418,19.980155227312412
318,18.778314269083292
218,17.572988291927377
118,16.253636785400385
18,14.992470315655082
274,3.6217038189787734
394,5.724168351331633
494,4.523036411361428
294,4.648829800297424
194,3.5524634622502544
68,5.183222353937165
88,0.42107562836793716
406,-6.508341260217077
306,0.8615737358494222
206,2.636239145412228
126,-5.60963858938787
26,-1.8418930364072503
182,1.3658903893229686
82,-5.612446753748069
412,-17.03132256406161
312,-7.924526015316179
212,-6.129893258502491
132,-3.50130419737594
174,2.5319189561851436
54,-0.8153209363833802
94,-1.8594907462296466
438,-8.111372530265449
458,-32.39636449109142
358,8.733279616800173
338,13.178419849122562
258,15.104663173760796
158,2.0386022054481527
58,-54.77581692504058
78,-51.89118586161818
228,10.474599710608839
128,9.435580708100117
496,5.704600597256485
396,6.796332582349985
276,13.698210746576478
296,8.036547068874635
196,9.188049122496519
96,10.116726668276513
389,-0.6047419682353425
489,-2.7907320294247335
469,-13.696961554647322
369,-8.471188657268359
269,-4.50317706149719
249,5.005425168281266
149,3.9120108150238533
229,6.010284104868228
9,-0.7614146920629536
463,1.788717463935454
363,3.6599282792087435
483,-2.628006639656305
383,-2.1728634296139764
263,4.968091798156717
163,3.6509064226783643
33,5.2539816382437
113,5.864828916184886
261,3.7473218442662537
361,0.258456843810766
461,-1.4127074128268942
481,-7.657016217799772
381,1.5453138907292094
416,15.115917519550466
316,16.356617822760217
408,13.949902274887886
308,12.802063520369137
208,11.598788623257427
457,-38.00656851694177
437,-51.16170358079285
337,5.736661208700553
357,11.355181428192461
257,15.10933910520988
157,16.344745052051277
177,17.5200837233362
427,2.6571163618668368
447,3.7775200528031077
347,4.874923695051164
327,1.3691091140242537
227,0.3639136449261599
127,-0.6019038038412041
27,-7.4622017438849895
281,2.678412056282463
181,0.7894409848150824
161,2.5698117363732766
61,-2.850525528374368
129,4.372349859655213
29,-3.385616170933503
169,2.808956550507465
289,0.49491316264794827
189,1.5982925545408095
407,-20.451756909735067
307,-4.542294837891532
207,-2.902232819116697
107,-1.5817321397662343
7,-8.160350539422183
247,5.879419756314825
278,13.908042818441274
178,7.638331633565778
34,-1.2887400458249947
49,-13.484622300796694
69,0.7745748710068533
89,-3.4353523702386686
487,-3.985561337080882
387,4.031191197432981
467,-5.42194480472844
367,5.74523099525566
267,6.994790666998509
147,4.0406221607677635
47,4.098344475873111
121,4.461162429404704
21,0.7339007518387877
101,8.169259624147594
1,9.285420373669687
13,-0.5164078412650019
191,-1.7063743009216155
71,-2.7512262133080134
91,-15.112177874561356
92,-11.53632865491419
32,-10.454203853787403
112,-4.564154097154202
97,19.973407837704826
197,18.77036574333444
77,18.352576202646198
57,14.927278653971022
237,13.873396420508882
217,12.725359950788228
117,11.58462592376561
17,10.412950162243718
283,3.020202665768191
183,-4.289080698501855
63,2.374455103515229
83,0.6967489599742298
106,1.1181159981041242
167,7.943217659792369
287,8.121265741607552
187,9.271623800086976
87,10.392577595394128
67,8.863055983009605
51,-5.419858299743429
11,-4.229925215413545
137,12.723641514404285
37,-6.126562887340647
81,-6.480904954063979
12,-17.0170302825988
404,-8.019773514651973
304,-1.7483987871763131
204,0.15596176402309783
104,1.4318004419282822
124,2.5196861391578143
24,0.7408643891497231
4,-5.130398658243061
108,7.955507779636958
8,3.500357648343908
28,2.953988125687018
74,-9.447982625539563
459,-22.7122906634822
439,-26.061494091441403
359,11.76066667394975
339,8.381593321065004
6,-0.2091157911740964
456,-40.44655821718745
436,-115.38896568310912
336,7.517568712899018
356,7.275495344565309
256,15.156415709081665
156,12.267508911174511
176,12.532639497350365
76,11.403450888463512
216,17.54472647499143
236,16.32093458247377
116,18.766060963817615
56,7.986639422107966
223,7.158642410668525
123,6.273547195054051
3,10.395095050906317
23,7.345165312443457
19,11.532310719059808
39,12.656229720268232
238,16.330146595359775
138,10.091016816893159
499,18.362759763373642
399,16.623022308568682
479,19.989043075965938
299,14.412719642861049
199,12.691345940242172
99,11.557143820957714
136,16.508419076419138
379,18.7825273527558
279,17.54797979911061
259,16.235128505019077
179,13.878488334988676
79,3.0117729118265912
59,-3.5243912979787937
159,15.0381622802171
16,19.971147049896988
38,12.278478400397645
36,17.78791927828062
